headline,text,business,entertainment,politics,sport,tech
us casino notricks face ban uk,controversial new uk casinos banned using american tricks trade ensure socially responsible suggested culture secretary tessa jowell said proposed super casinos different us counterparts in america pheromones reportedly released machines encourage aggressive gambling clocks often removed walls eight super casinos proposed 2010 gambling bill becomes law ms jowell said legislation would ban psychological trickery she told the times british casinos quite different overseas they act socially responsible way tightly regulated they run according british rules simply allow tricks people subjected unawares increase risk problem gambling one tactic used us simulating daylight night time lull players remaining tables slot machines casinos also frequently offer free food drink hotel accommodation keep punters betting a spokesman british casino association represents uk industry said government trying allay fears uk las vegas he said way licences awarded meant uk firms massive disadvantage foreign companies would certain win contracts the uk industry one world respected said we lowest level problem gambling world we certainly use pheremones the uk gambling industry totally frozen time foreign companies take,0,0,1,0,0
kennedy criticises unfair taxes,gordon brown failed tackle fundamental unfairness tax system ninth budget charles kennedy said how right poorest 20 society still paying proportion income richest 20 lib dem leader asked the new 200 council tax rebate pensioners nothing fix unfair tax added the government could go patching system added speaking commons mr brown delivered widely thought last budget general election mr kennedy acknowledged uk one successful economies world but criticised chancellor tories failing address ticking bomb council tax revaluation he said recent experience wales indicated seven million households england would pay significantly revaluation the chancellor announcement offer 200 council tax rebate paid pensioner households merely sticking plaster much bigger problem the lib dem plan local income tax would benefit typical household 450 year half pensioners paying local tax three million better on pensions mr kennedy said scandal system discriminated women missed making national insurance payments children he said residency criteria would end stroke fundamental iniquity mr kennedy added party priorities free long term care elderly abolishing top fees replacing council tax would funded charging 50 income tax earning 100 000 per annum he contrasted approach mr brown pledge 2001 increase income tax the chancellor went put national insurance contributions election for individuals families households adds exactly thing said mr kennedy and wonder people get cynical politicians give one impression election exactly opposite election,0,0,1,0,0
abortion poll issue blair,tony blair believe abortion election issue arguing matter individual conscience the prime minister spokesman set mr blair view top catholic england wales backed michael howard stance abortions the tory leader supports reduction legal limit 24 weeks 20 said current rules tantamount abortion demand the prime minister made clear plans change law mr blair spokesman said the catholic church well known position issue one many issues cardinal mentioned therefore seen context his words came cardinal cormac murphy o connor archbishop westminster backed mr howard stance distanced labour in statement said abortion key issue saying the policy supported mr howard one would commend way full abandonment abortion cardinal o connor claimed labour developed notion natural party catholics said we going suggest people support one particular party the family planning association says reduction would particularly affect young women often seek help later more 180 000 women england wales terminations last year fewer 1 carried 22 24 weeks in cosmopolitan interview mr howard said i believe abortion available everyone law changed in past i voted restriction 22 weeks i would prepared go 20 all three main parties say issue one mp conscience rather one party wide policy mr howard stressed views personal views shadow home secretary david davis said understood mr howard signalling conservative government would allow commons vote issue mr blair liberal democrat leader charles kennedy also gave views interviews conducted part magazine high heeled vote campaign mr blair last year denied planned join wife four children catholic faith despite regularly taking communion said abortion difficult issue however much i dislike idea abortion criminalise woman difficult circumstances makes choice obviously time beyond abortion plans change although debate continue mr kennedy said previously voted 22 week limit medical advances mean i know i would the roman catholic archbishop cardiff most reverend peter smith told bbc radio 4 today programme church merely wanted people reflect issues light gospel voting anne weyman chief executive family planning association asked what benefit women potential child forcing woman baby anti abortion group pro life alliance congratulated mr howard new stance said go far enough,0,0,1,0,0
plan give elderly care control,elderly disabled people would choose budget personal care spent organised government plans ministers say elderly disabled people social workers able decide care stay homes they also plan supremo adult services english area get different agencies working together but government shunned opponents calls free long term care there 1 7 people needing care england ministers suggest number could quadruple 2050 monday consultation paper social care adults england aimed ending system generates dependency health minister stephen ladyman said this document antithesis nanny state it taking power away state giving individuals saying help make decisions going make the government already allowed local councils give people money pay services directly take scheme disappointing ministers say new plans would make direct payments simpler try counter reluctance local councils use payments they also want set new half way house social workers tell people much money available care help choose spend individual budget the scheme funded existing budgets set 2008 but mr ladyman said plans could deliver savings areas freeing nhs beds preventing illnesses he ruled free personal care england offer scotland wales saying unsustainable david rogers local government association said agencies working together kind innovation proposed government and tony hunter president association directors social services said plans could improve dignity well thousands people but age concern argued social care chronically funded older people offered choice principle practice its director general gordon lishman said direct payments work services people choose locally the tories say people pay three years long term care directly insurance guaranteed free care rest lives tory spokesman simon burns said 80 000 long term care places lost since 1997 after eight years persistent change dogmatic enforcement regulation overbearing government initiatives need action vision said mr burns the lib dems say would fund free personal care new 50 tax rate incomes 100 000 health spokesman paul burstow said promoting independence sounds good helping people live homes goal share but risk independence turn isolation right support care available,0,0,1,0,0
blair returns peace mission,prime minister tony blair arrived back diplomatic mission middle east try resurrect peace process mr blair held talks israeli counterpart ariel sharon palestinian leader mahmoud abbas he confirmed renewed drive reform palestinian authority address security issues would come london conference march mr blair also made surprise trip iraq week the israelis described meeting important said would need attend mr blair briefly visited tomb yasser arafat ramallah first world leader he nodded briefly towards tomb rather lay wreath palestinian officials said compromise gesture agreed last minute the bbc paul reynolds says london conference limited measure shore leadership mahmoud abbas also known abu mazen expected win palestinian presidential election 9 january at news conference following talks mr blair mr abbas said british prime minister unique position help us progress peaceful pursuit he added your endeavour hold conference london another example deep commitment purpose in interview bbc political editor andrew marr mr blair said getting progress israelis palestinians would tough least got first step mr blair acknowledged people believed close israelis said israelis entitled expect palestinians give terrorism he argued mr sharon committed internationally agreed roadmap peace plan said bid disengage gaza part peace process end earlier mr sharon said seen slightest step palestinians working end terror attacks though acknowledged palestinian leaders middle election campaign could hampering efforts before visiting israel mr blair made surprise visit iraq met leaders baghdad first trip city he briefed preparations national poll scheduled next month threatened deadly campaign insurgent violence he also flew basra southern iraq british forces stationed,0,0,1,0,0
chancellor rallies labour voters,gordon brown issued rallying cry telling supporters stakes high stay home protest vote forthcoming general election the chancellor said vote expected fall 5 may give clear fundamental choice labour investment conservative cuts speaking labour spring conference gateshead mr brown claimed nhs safe conservative hands he said tory plans cut 35 bn tax would cut deep public service to packed audience gateshead sage centre chancellor said cuts proposed shadow chancellor oliver letwin equivalent sacking every teacher gp nurse country told activists laying conservative record government said i give promise labour britain never return mistakes erm 10 inflation 15 interest rates 3 bn lost reserves 250 000 repossessed one million negative equity three million unemployed never tory boom bust this central dividing line election conservative party taking britain back planning deep cuts 35 bn services labour government taking britain forward platform stability reform renew hospitals schools public services i proud say spend 2008 60 bn turning economy chancellor pledged continue economic stability growth third term power he said seven years labour transformed party trusted economy party trusted economy it party employees employers managers said in speech prompted standing ovation audience clearly warm mr brown also promised end teenage unemployment within next five years he also highlighted plans 100 debt relief world poorest countries national minimum wage 16 17 year olds creation network children centres flexibility maternity leave the prime minister take part later saturday interactive question answer session fielding queries sent e mail text message telephone part labour attempt engage public campaign,0,0,1,0,0
turkey deal noto help world peace,a deal bringing turkey step closer eu membership fundamental importance peace security world tony blair said the deal struck european council last week also proved claims clash muslims christians wrong mr blair said it represented achievement historic british objective added tory leader michael howard said deal laid rest suggestion eu anti islamic turkey involvement eu would provide invaluable bridge europe rest world mr howard added but tory leader argued eu constitution designed take country large turkey mr blair leading advocate turkish membership despite controversy surrounding idea he insisted turkish leadership made great advances improving human rights records the deal open formal talks ankara came despite eu demand turkey recognise cyprus it agreed issue tackled later date turkish premier recep erdogan accept negotiations guarantee country full eu membership the internationally recognised southern part cyprus eu member turkey occupies northern cyprus previously insisted would bow demands recognise country calling issue red line it could take 15 years turkey able join entry cannot guaranteed if joins turkey may accept restrictions limit migration citizens the eu also announced start accession talks croatia april 2005 however talks begin country co operates fully un war crimes tribunal former yugoslavia,0,0,1,0,0
uk set cut back embassies,nine overseas embassies high commissions close effort save money uk foreign secretary jack straw announced the bahamas east timor madagascar swaziland among areas affected biggest shake diplomatic service years other diplomatic posts turned local staff mr straw said move would save 6 year free cash priorities fighting terrorism honorary consuls appointed areas affected embassy closures nine consulates consulates general also closed mostly europe america they include dallas us bordeaux france oporto portugal local staff replacing uk representation another 11 the changes due put place end 2006 savings made cutting staff running costs some money used fund redundancy payments in written statement mr straw said the savings made help underpin higher priority work line foreign commonwealth office strategic priorities including counter proliferation counter terrorism energy climate change some savings also redeployed strategic priority work within certain regions closing posts in africa instance plan create new jobs cover issues across region new post nairobi help support work climate change one nigeria cover energy one pretoria cover regional issues generally well covering maseru mbabane the foreign office currently 6 100 uk based staff it opened major new missions baghdad basra iraq kabul afghanistan pyongyang north korea since 1997 response government says changing needs since 1997 10 overseas posts closed excluding wednesday cuts 18 new embassies consulates opened the shake aimed helping making 86 efficiency savings 2005 2008 the chancellor demanded government departments make similar savings shadow foreign secretary michael ancram said constant need ensure value money foreign missions but government must give far clearer reason making dramatic changes announced must show british commercial interests interests britons abroad adversely affected said,0,0,1,0,0
labour plans maternity pay rise,maternity pay new mothers rise 1 400 part new proposals announced trade industry secretary patricia hewitt it would mean paid leave would increased nine months 2007 ms hewitt told gmtv sunday programme other plans include letting maternity pay given fathers extending rights parents older children the tories dismissed maternity pay plan desperate liberal democrats said misdirected ms hewitt said we already doubled length maternity pay 13 weeks elected already taken 26 weeks we going extend pay nine months 2007 aim get right full 12 months end next parliament she said new mothers already entitled 12 months leave many women could take six months paid we made firm commitment we definitely extend maternity pay six months nine months extra 1 400 she said ministers would consult proposals could see fathers allowed take partner maternity pay leave period extending rights flexible working carers parents older children the shadow secretary state family theresa may said these plans announced gordon brown pre budget review december tony blair recycling desperate bid win back women voters she said conservatives would announce proposals closer general election liberal democrat spokeswoman women sandra gidley said while mothers would welcome extra maternity pay liberal democrats feel money misdirected she said party would boost maternity pay first six months allow women stay home time ms hewitt also stressed plans would paid taxpayers employers but david frost director general british chambers commerce warned many small firms could crippled move while majority salary costs may covered government statutory pay recruitment costs advertising costs retraining costs strain company said further details government plans outlined monday new mothers currently entitled 90 average earnings first six weeks giving birth followed 102 80 week baby six months old,0,0,1,0,0
talks held gibraltar future,two days talks future gibraltar begin jack straw country residence later wednesday officials two day summit foreign secretary official kent house chevening plan new forum rock future in october mr straw spanish counterpart miguel moratinos agreed establish body would give gibraltarians voice future most gibraltarians said referendum wanted remain british gibraltar chief minister peter caruana represent british citizens living rock britain europe director dominick chilcott represent uk madrid represented spain director general europe jose maria pons the initiative follows spain socialist government decision put long standing sovereignty ambitions hold gibraltarians rejected plans rock sovereignty shared britain spain referendum organised gibraltar government,0,0,1,0,0
new foot mouth action urged,a senior tory mp criticised agriculture department defra lackadaisical approach planning future foot mouth outbreak public accounts committee chairman edward leigh giving reaction report government watchdog lessons learnt crisis the national audit office said defra improved capacity deal future livestock disease outbreaks but mr leigh said department dragging heels that comment referred setting scheme share future compensation costs industry he also said defra dreadfully slow paying bills dating foot mouth crisis the outbreak began 2001 led slaughter 6 5 million animals devastated many farms rural businesses estimated cost uk 8 bn four years outbreak defra yet begin planned review contractors costs 40 invoices remain unpaid mr leigh said mr leigh also pointed introduction it system help control future outbreaks delayed in november emerged european commission compensation amounted third money uk government hoped get reimbursement billions lost foot mouth crisis ministers hoped get 900 european union vet fund help animal slaughter costs end granted 349 that uk valued culled animals two three times commission assessment likely market value national audit office chief sir john bourn said new compensation scheme looked on issue unpaid invoices sir john said defra paid 97 1 3 bn submitted contractors since 2001 agreed final settlement 57 contractors pending results investigations mr leigh said better prepared would also help avoid need mass funeral pyres provided unsettling images 2001 outbreak a defra spokesman said we welcome report it acknowledges progress department made since 2001 particularly contingency planning improved capacity preparedness combating another major disease outbreak however department aware areas requiring work working resolve soon practicable,0,0,1,0,0
schools take part mock poll,record numbers schools across uk take part mock general election backed government some 600 schools already signed y vote mock elections 2005 run hansard society aimed boosting interest politics pupils schools taking part learn skills speech writers canvassers political candidates schools minister stephen twigg said engaging young people interest essential future democracy he added said young people engaged motivated political process essential future health democracy the mock elections initiative provides opportunity pupils develop understanding democratic process works matters by experiencing election process first hand running campaign declaration final result hope young people develop enthusiasm take part future the hansard society electoral commission department education skills running programme pupils stand party candidates speech writers canvassers michael raftery project manager hansard society said the y vote mock elections schools mirror excitement buzz real election raising awareness citizenship benefits active democracy the mock votes take place around 5 may widely expected date general election information packs including ballot papers manifesto guides elections happening early may sent 3 000 schools invited take part,0,0,1,0,0
lib dems target student vote,students decide fate mps seats next election liberal democrat leader charles kennedy claimed the party says votes students win 27 new seats poll the figures assume students vote university town in fact may vote parents live the lib dems say scrapping university fees wins student support but tories would also end fees labour says would cap people ambitions the lib dems named 14 seats enough students take lib dems second place beat labour 13 could go second beat tories launching campaign win students votes london school economics mr kennedy urged students make mark he underlined lib dem plans scrap university fees reintroduce maintenance grants 2 000 he said top fees put students university especially poorer background and really right many young people starting life mortgage style debts hanging round necks mr kennedy also said students want action environment see iraq war party opposed defining issue labour pushed plans let universities charge fees 3 000 year poorest students eligible non repayable support 3 000 ahead mr kennedy launch labour spokesperson said like tories liberal democrats would restrict access higher education put cap aspiration closing door students good grades restricting life ambitions they committed abandoning labour targets getting 50 18 30 year olds going higher education lib dem plans students would even study near home the conservatives say would abolish university tuition fees instead offer large student loans commercial rates interest they say lib dem policy would leave universities wholly dependent income goodwill chancellor shadow education secretary tim collins thursday setting new scheme vocational grants 14 16 year olds tackle says crippling skills shortages the lib dem analysis difference students could make election chances based students registered vote near university home towns although expected 5 may election would term time students vote post the electoral commission national union students worried students halls residence find hard register vote some hall wardens reluctant register students data protection fears students get registered if election 5 may voters need register 11 march the seats lib dems say student votes swing election bristol west cardiff central leeds north west cambridge manchester gorton sheffield central oxford east newcastle upon tyne central liverpool riverside holborn st pancras oldham east saddleworth manchester withington islington south finsbury birmingham yardley surrey south west taunton orpington haltemprice howden eastbourne isle wight dorset west bournemouth east wells canterbury cities london westminster bournemouth west westmorland lonsdale,0,0,1,0,0
february poll claim ispeculation,reports tony blair planning snap general election february 2005 described idle speculation downing street a spokesman said idea reports sunday times sunday telegraph come the papers suggest ministers believe government could benefit baghdad bounce following successful iraq elections january a british general election last held february 1974 in election edward heath lost failed build coalition liberals harold wilson took increased majority later year second election the latest speculation suggests prime minister favours february poll order exploit current opinion poll lead conservative leader michael howard but strategy could prompt criticism seeking cut run less four years parliamentary term the papers report alan milburn labour head elections strategy played key role plan february election would include new year advertising blitz new labour campaign newspapers said would centred around slogan britain working a labour party spokesman said election date ultimately matter mr blair unaware anything suggest would february most commentators expecting election 5 may the last election june 2001,0,0,1,0,0
hitler row welsh arts cash,an artist critical welsh arts funding brought assembly government control denied comparing idea dictatorships russia germany shani rhys james worried arts council wales may taken welsh assembly government culture minister alun pugh said would crass ignorant liken quango review hitler germany but ms james emphasised actually said artists needed freedom the future arts council wales question since announced welsh quangos would eventually abolished it announced last july three welsh quangos education training body elwa wales tourist board welsh development agency would brought assembly government control the arts council wales may among next come assembly government umbrella but ms james 30 000 jerwood painting prize 2003 said arts funding separate government ms james told bbc radio wales it quite dangerous involve politicians like health service like railways free expression absolutely vital democratic society you need distance need government interference could taken wrong way but said reports likened assembly government totalitarian regimes inaccurate she told good morning wales just put record straight business paper said i likened government bolshevik russia hitler germany actual quote i gave it vital civilised society allow artists express without government control as know past european history e russia germany early 20 th century artists go underground leave country rather compromise expression artists need free voice express reflect truth art forms she said assembly government best placed run arts wales she added it would momentous change devastating arts it would set arts scene back 60 years i really think government expertise if national assembly taking control i fear going going back dragons leeks choirs wales moved it international it set back how green was my valley responding ms james criticisms mr pugh said the structure unelected quangos review made clear announcements due shortly comparing welsh assembly government hitler germany crass ignorant response real issue democratic accountability ms james whose father welsh born melbourne parents worked theatre she moved powys nearly 20 years ago works studio near llangadfan she number arts prizes including wales open 1989 mostyn open 1991,0,0,1,0,0
mrs howard gets key election role,michael howard ex model wife sandra play leading role conservative election campaign mrs howard make solo visits target seats well accompanying husband helicopter campaign trail criss crossing country mr howard host news conference party london hq every morning tory co chairman liam fox said we want michael accessible possible mr fox said adding party afraid scrutiny the tory leader wanted meet many ordinary members public mr fox said tony blair also said intending get talk many people possible election campaign but labour campaign chiefs say plans mr blair hold daily news conference mr fox responded accusing prime minister hiding away scrutiny london media the liberal democrats also say planning hold daily news conferences charles kennedy on mrs howard role mr fox said sandra already campaigning michael number visits undertaking short visits that pattern continue it worked well mrs howard made debut speech conservative party conference bournemouth last october she used speech fringe highlight work drugs charity addaction supports mrs howard also appeared along side husband tv chat shows during interview itv 1 this morning said often criticised husband showing side knows,0,0,1,0,0
brown ally rejects budget spree,chancellor gordon brown closest ally denied suggestions budget giveaway 16 march ed balls ex chief economic adviser treasury said would spending spree polling day but mr balls prospective labour mp said confident chancellor would meet fiscal rules he speaking sir digby jones cbi director general warned mr brown tempted use extra cash pre election bribes mr balls stepped treasury post stand labour candidate election suggested mr brown would meet golden economic rule margin spare he said hoped would done build current tax credit rules he also stressed rise interest rates ahead expected may election would affect labour party chances winning expectations rate rise gathered pace figures showed house prices still rising consumer borrowing rose near record pace january if mpc bank england monetary policy committee judge rate rise justified election strength economy i predicting i believe big election issue britain labour told parliamentary lunch this big change political culture during interview bbc radio 4 today programme mr balls said sure mr brown budget would put risk stability economy i think see pre election spending spree certainly see 2001 said his assurances came sir digby jones said stability important extra cash spent improving workers skills his message chancellor please give away form electioneering sir digby added i think i say prudent chancellor right way stability key word british business needs boring stability anything we would say increase public spending give away but going anywhere add something competitiveness britain put skilling people that would good way spend excess mr balls refused say whether mr brown would remain chancellor election amid speculation offered job foreign secretary i think gordon brown wants part successful labour government delivers third term priorities people sees conservative party take britain backwards mr balls told today prime minister tony blair yet name date election pundits betting 5 may,0,0,1,0,0
howard unveils election platform,the conservatives would stand forgotten majority michael howard pledged unveiled first part tory election manifesto the tory leader argued mass people says feel let tony blair share tory values in foreword manifesto promises focus restoring order trying lower taxes giving power back people labour says document offers return failed tory past the liberal democrats say conservatives cannot win predict three party contest campaigning activity accelerating ahead general election widely tipped may could time june 2006 labour monday postponed launch election posters asian tsunami disaster mr howard published introduction tory manifesto other chapters follow coming weeks in speech northamptonshire said forgotten majority made backbone britain they people saving first home retirement working hard accepting responsibilities he says manifesto foreword they forgotten neglected taken granted mr blair saying britain must change direction mr howard argues government big cannot continue path ever rising taxes he promises ensure frontline professionals parents patients make key decisions rather whitehall bureaucrats and says tories would get grip crime immigration disorder the decline responsibility proliferation called human rights left us moral quagmire unable get grip rising crime disorder says mr howard says produce timetable action people hold account issues like taxation far published options specific plans mr howard told bbc news i determined lower taxes i also determined make promises i keep the tories unveiling material months ahead expected election needed time make voters aware policies said he asked tory support government iraq identity cards given lib dems chance portray opposition labour mr howard argued test policies whether best britain it nothing putting clear blue water opponents labour election slogan britain working let tories wreck campaign coordinator alan milburn accused tories launching thatcherism instalments labour helped hard working majority families lib dem president simon hughes said party set election stance september the liberal democrats ask british people support year party policies best able deliver freedom fairness restore trust said,0,0,1,0,0
police urge pub closure power,new powers needed close disorderly pubs bars clubs week even permanently police chiefs told mps association chief police officers president chris fox said current 24 hour closure power enough impact bad landlords mr fox comments follow controversy plans allow pubs open around clock he rejected critics calls law change delayed instead new licensing act could help reduce drunken disorder properly planned argued acpo made call stronger closure powers paper commons home affairs select committee after meeting mr fox said able close premises 24 hours necessarily make impact if 12 30 saturday morning close 24 hours lot pain premises probably would open sunday anyway this getting management run disorderly house without facing immediate sanctions under acpo proposal closure orders would used agreement local licensing authority the new licensing laws give police greater powers close pubs clubs 24 hour periods mr fox said drinks industry currently regulating it making money cost human misery public purse strategic planning process less useless said mr fox said new laws due start phased next month could help food outlets public transport public toilets could cope late night drinkers staggering closing hours solution infrastructure premises properly managed people served rolling drunk underage tossed street said we problem 11 pm 2 event we get grip underlying causes acpo wants pubs clubs cause extra work police hospitals pay towards costs home secretary charles clarke currently looking idea levy drinks industry pay cost extra policing the licensing changes sparked concern among mps councils senior police officers fear could exacerbate drinking problems culture secretary tessa jowell tuesday said job bow campaign changes it status quo new laws causing current binge drinking problems told bbc two newsnight leaked documents suggested ex home secretary david blunkett branded new opening hours leap dark but ms jowell insisted concerns met the police job alcohol related crime would made easier pubs close time added,0,0,1,0,0
tories pledge free sports lessons,children would offered two hours free sports training week future tory government party said the club 2 school policy would provide 250 yearly local sports clubs uk deliver school sport the extra coaching would funded national lottery would come top two hours sport week children supposed get school shadow home secretary david davis said five million children denied adequate sporting opportunities the plans would help tackle fastest growing rate obesity developed world said shadow sports minister lord moynihan said policy would empower local clubs create lasting legacy we aim shift emphasis school sport provision away overstretched teachers schools directly 151 000 sports clubs uk the tories say labour plans give children two hours sports lessons week schools failed government figures show england 2002 third schools key stages 1 3 4 two fifths schools key stage 2 met target the tories also claim 750 prime minister pledged 2000 invest school sports facilities 41 spent but big lottery fund said complex capital projects involved confident money would allocated next year intended,0,0,1,0,0
lib dems predict best ever poll,the lib dems set best results general election local council polls one frontbenchers predicted local government spokesman ed davey speaking party launched campaign local elections held 37 english council areas the flagship pledge replace council tax local income tax the tories say lib dems would make people pay tax labour says party sums add looking coming elections expected held 5 may mr davey said we going winning votes winning seats i think going best general election results local election results ever party leader charles kennedy i could think stronger endorsement leader,0,0,1,0,0
blair prepares name poll date,tony blair likely name 5 may election day parliament returns easter break bbc political editor learned andrew marr says mr blair ask queen 4 5 april dissolve parliament end week mr blair far resisted calls name day parties stepped campaigning recently downing street would drawn claim saying election timing matter prime minister a number 10 spokeswoman would say he announce election wants announce election the move signal frantic week westminster government likely try get key legislation parliament the government needs finance bill covering budget plans passed commons closes business end session 7 april but also seek push serious organised crime bill id cards bill mr marr said wednesday today programme there almost nobody senior level inside government parliament expect election called 4 5 april as soon commons back short easter recess tony blair whips palace asks queen dissolve parliament going the labour government officially june 2006 hold general election recent years governments favoured four year terms,0,0,1,0,0
uk heading wrong way says howard,tony blair chance tackle problems facing britain failed michael howard said britain heading wrong direction conservative leader said new year message mr blair government bossy interfering government takes decisions made individuals added but labour campaign spokesman fraser kemp responded britain working let tories wreck mr howard also paid tribute nation character generous response asian quake disaster the catastrophe overshadowing hopes future usually positive time year mr howard said we watched scenes destruction sense disbelief the scale speed ferocity happened boxing day difficult grasp yet britain response shone light nation character the last week shown warm caring heart britain beats strong ever he went reflect values britons hold dear looking ahead coming general election pledged turn beliefs reality set choices says facing britain how much tax people want pay who give taxpayers value money clean hospitals good disciplined schools want who trusted get grip disorder streets chaos immigration system mr blair failed tackle problems claimed saying wrong solution the result big government higher taxes eroding incentives undermining enterprise denying people choice worst government wasted people money failed tackle problems families face today the tories said cut crime improve public services without asking people pay taxes we progress without losing makes britain great tolerance respect rule law ability everyone fulfil potential we simply need change direction the election give britain chance change this record mr blair defend coming months said urging voters hold account but labour spokesman mr kemp said it would appropriate message come 1 april 1 january let us never forget michael howard government britain suffered mass unemployment 15 interest rates record home repossessions introduction poll tax with labour britain working rather alluding false promises michael howard starting 2005 apology british people misery government member inflicted upon country,0,0,1,0,0
uk rebate unjustified chirac,french president jacques chirac called uk 3 bn rebate european union unjustified speaking summit meeting said unless put discussion eu would never able reach agreement medium term finances earlier foreign secretary jack straw said uk prepared veto bid reduce rebate secured margaret thatcher 1984 he said remained justified less eu farm money came uk mr chirac told reporters brussels one reasonable budgetary balance put back table british cheque it longer justified it past but uk government official responded even rebate uk pays two half times france contributes eu budget without would pay 14 times much france there deal future financing protect rebate the 25 member eu gearing tough negotiations budget plans period 2007 2013 bloc luxembourg presidency hoping strike deal june summit earlier conservative graham brady said rebate crucial test firmly ministers prepared stand britain eu commission president jose manuel barroso indicated wants rebate come end mr straw said well veto rebate uk wanted keep tight rein national contributions the uk france germany austria netherlands sweden want eu budget capped 1 member states combined national incomes european commission urged increase 1 26 mr straw said eu commission proposal would mean 35 hike budget shadow europe minister mr brady said i believe essential britain keeps rebate i think crucial test firmly british government prepared stand britain internationally europe the uk already one biggest net contributors eu the foreign secretary meanwhile said justice rebate remained we one lowest net receipts eu country relatively small size agriculture sector efficiency that continues case uk independence party leader roger knapman said rebate set stone reason negotiate it extraordinary time becoming biggest contributor eu if lose rebate well british taxpayer going bled rate i think everyone go european project eu leaders holding talks brussels energise sluggish european economy uk prime minister tony blair meeting eu counterparts finalise package measures aimed stimulating growth boosting employment ahead series referendums european constitution the plans could introduce free market everything computer services construction critics including germany france believe liberalisation could result companies shifting staff cheaper bases eastern europe undercutting large eu economies undermining social protections there also concerns number workers eastern european countries head west exacerbating already high unemployment levels germany mr straw insisted nothing fear services directorate european countries overall benefited hugely free market goods said what talking developing market internal market services britain low unemployment meant less neurosis people coming eastern european countries in countries like germany france frankly tighter social market much higher levels unemployment increasing anxiety people coming said,0,0,1,0,0
labour mp praises tory campaign,the conservatives lot smarter way conducted general election campaign labour backbencher said derek wyatt said five month campaign turned voters suggested people already rather bored thing he wants greater campaigning role chancellor gordon brown labour said economy heart campaign mr brown therefore prominent role but mr wyatt argued by way currently figure polls people trust see delivered eight years economy unmatched anywhere world so would tad foolish labour party use done past three elections labour election chief alan milburn denied attempt sideline mr brown facing criticism letting tories set agenda however mr wyatt predicted campaign would get way properly chancellor delivered budget the mp sittingbourne sheppey said prime minister tony blair trying hard improve standing electorate sort campaign trust but mr blair hurt iraq controversy added a labour party spokesman played differences mr wyatt said mr brown already prominent campaign role this election choice labour taking britain forward conservatives taking us back,0,0,1,0,0
observers monitor uk election,ministers invite international observers check forthcoming uk general election fairly run the move comes amid claims poll could marred electoral fraud a report two mps committees called thursday urgent changes electoral registration system combat vote rigging boost turnout but written response labour mp gordon prentice government said would normally invite observers uk election junior constitutional affairs minister christopher leslie said i fully expect us repeat previous practice date next general election announced the government looked ways boosting voter turnout fell 59 last general election 2001 but trial postal ballots four english regions last summer hit delays fraud allegations liberal democrat peer lord greaves called last week international observers general election saying otherwise could months court challenges scale seen since 19 th century thursday report drawn two committees scrutinising work office deputy prime minister odpm department constitutional affairs dca it said growth postal voting strong case tighten fraud protection requiring voters register individually rather household it also said three million people eligible vote registered figures 2001 general election suggest 29 people aged 18 24 19 black voters electoral roll young people shared accommodation thought miss one acts head household fill form odpm committee chairman andrew bennett said individual voter registration opposed registration household quickly introduced could dramatically reduce chances fraud but counterpart dca committee alan beith said delayed measures likely increase registration put place proved effective shadow constitutional affairs secretary oliver heald accused government dragging feet badly needed measure it vital move ahead northern ireland system individual electoral registration safeguard integrity britain electoral system said the report said individual registration treated carefully 12 voters disappeared electoral roll northern ireland introduced 2002 the report said government consider fines unregistered voters accepted many experts said would expensive system would hard enforce it said incentives register 20 council tax rebate likely seen gimmicks risked undermining integrity system mps said instead called imaginative campaigns boost interest,0,0,1,0,0
